Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Rating
DR4785,11.435,Regular,0.03815,Starchy Foods,141.75,OUT019,1985,Small,Tier 1,Grocery Store,262.12,4.5
FD8480,20.098,Regular,0.0,Soft Drinks,78.3,OUT046,1997,Small,Tier 1,Supermarket Type1,444.48,5.0
NC2280,10.328,Non-Edible,0.030437,Soft Drinks,58.84,OUT035,2004,Small,Tier 2,Supermarket Type1,692.17,3.2
DR3024,6.831,Low Fat,0.161943,Baking Goods,229.92,OUT049,1999,Medium,Tier 1,Supermarket Type1,2056.98,5.0
DR9831,6.891,reg,0.0,Baking Goods,257.0,OUT045,2002,,Tier 2,Supermarket Type1,2299.26,4.6
DR7593,6.802,Low Fat,0.12459,Hard Drinks,200.11,OUT045,2002,,Tier 2,Supermarket Type1,1880.01,1.9
NC2774,13.711,Non-Edible,0.040186,Breakfast,35.3,OUT045,2002,,Tier 2,Supermarket Type1,224.44,3.6
DR1285,20.702,LF,0.054183,Fruits and Vegetables,182.07,OUT017,2007,,Tier 2,Supermarket Type1,2369.4,4.2
FD7269,12.781,low fat,0.028979,Seafood,204.63,OUT035,2004,Small,Tier 2,Supermarket Type1,3364.99,3.3
NC8772,19.384,Non-Edible,0.060865,Fruits and Vegetables,191.22,OUT010,1998,Small,Tier 3,Grocery Store,593.59,5.0
DR3958,16.041,LF,0.082017,Health and Hygiene,215.36,OUT017,2007,,Tier 2,Supermarket Type1,2763.92,3.4
NC4332,18.941,Non-Edible,0.174763,Dairy,48.14,OUT017,2007,,Tier 2,Supermarket Type1,568.51,2.5
DR8038,16.812,Low Fat,0.017121,Hard Drinks,35.73,OUT027,1985,Medium,Tier 3,Supermarket Type3,264.94,1.9
NC9175,18.649,Non-Edible,0.102989,Breads,105.85,OUT046,1997,Small,Tier 1,Supermarket Type1,885.85,3.2
DR7087,19.559,Low Fat,0.140667,Soft Drinks,68.98,OUT010,1998,Small,Tier 3,Grocery Store,66.36,3.5
NC2879,7.008,Non-Edible,0.129902,Seafood,69.47,OUT027,1985,Medium,Tier 3,Supermarket Type3,482.2,2.1
FD1860,,low fat,0.0,Baking Goods,258.75,OUT035,2004,Small,Tier 2,Supermarket Type1,1327.62,4.1
NC6263,20.876,Non-Edible,0.157792,Canned,244.69,OUT027,1985,Medium,Tier 3,Supermarket Type3,410.11,5.0
DR2685,20.971,reg,0.112347,Meat,88.79,OUT046,1997,Small,Tier 1,Supermarket Type1,376.22,3.2
NC6830,5.168,Non-Edible,0.140361,Household,107.89,OUT049,1999,Medium,Tier 1,Supermarket Type1,1834.63,1.0
NC2468,11.841,Non-Edible,0.178335,Seafood,65.42,OUT013,1987,High,Tier 3,Supermarket Type1,74.97,3.5
NC2119,7.921,Non-Edible,0.0,Meat,69.63,OUT045,2002,,Tier 2,Supermarket Type1,1004.75,4.4
NC7883,14.834,Non-Edible,0.110995,Soft Drinks,133.03,OUT010,1998,Small,Tier 3,Grocery Store,37.71,3.7
NC8969,14.924,Non-Edible,0.103252,Seafood,55.47,OUT017,2007,,Tier 2,Supermarket Type1,928.73,1.9
NC6912,8.251,Non-Edible,0.011468,Soft Drinks,248.01,OUT018,2009,Medium,Tier 3,Supermarket Type2,3090.71,4.2
NC5955,20.915,Non-Edible,0.183296,Meat,110.82,OUT049,1999,Medium,Tier 1,Supermarket Type1,1300.37,4.8
NC5713,12.083,Non-Edible,0.164013,Breads,198.76,OUT017,2007,,Tier 2,Supermarket Type1,1326.09,3.4
DR5041,4.99,Regular,0.183176,Snack Foods,132.21,OUT049,1999,Medium,Tier 1,Supermarket Type1,1934.74,3.7
NC9867,20.3,Non-Edible,0.0,Soft Drinks,53.09,OUT017,2007,,Tier 2,Supermarket Type1,115.99,4.6
DR1113,11.189,Low Fat,0.070563,Baking Goods,158.67,OUT019,1985,Small,Tier 1,Grocery Store,210.13,4.7
NC2740,20.258,Non-Edible,0.065309,Household,117.44,OUT046,1997,Small,Tier 1,Supermarket Type1,125.17,3.1
NC6757,9.046,Non-Edible,0.019165,Breads,116.51,OUT013,1987,High,Tier 3,Supermarket Type1,841.33,4.4
DR8776,20.837,LF,0.080323,Frozen Foods,127.63,OUT046,1997,Small,Tier 1,Supermarket Type1,1196.62,3.8
DR7334,14.457,Low Fat,0.051565,Health and Hygiene,201.67,OUT046,1997,Small,Tier 1,Supermarket Type1,2453.07,4.6
FD1137,6.597,LF,0.018578,Baking Goods,191.85,OUT018,2009,Medium,Tier 3,Supermarket Type2,1414.02,4.7
DR7621,5.883,LF,0.13334,Fruits and Vegetables,86.98,OUT017,2007,,Tier 2,Supermarket Type1,454.09,1.2
DR3467,21.061,LF,0.186636,Snack Foods,187.6,OUT049,1999,Medium,Tier 1,Supermarket Type1,3126.03,4.8
FD7476,9.297,reg,0.142022,Household,96.16,OUT046,1997,Small,Tier 1,Supermarket Type1,386.1,3.2
NC6789,20.643,Non-Edible,0.0,Hard Drinks,56.65,OUT013,1987,High,Tier 3,Supermarket Type1,892.71,4.8
DR3833,19.57,LF,0.182494,Dairy,247.16,OUT046,1997,Small,Tier 1,Supermarket Type1,231.32,3.9
NC4315,20.712,Non-Edible,0.0,Seafood,196.45,OUT035,2004,Small,Tier 2,Supermarket Type1,1365.95,4.9
NC6958,15.055,Non-Edible,0.068155,Dairy,69.53,OUT035,2004,Small,Tier 2,Supermarket Type1,1084.97,4.3
NC9539,7.918,Non-Edible,0.178448,Dairy,177.7,OUT027,1985,Medium,Tier 3,Supermarket Type3,1206.3,4.9
FD2590,16.624,Regular,0.020219,Breads,133.73,OUT045,2002,,Tier 2,Supermarket Type1,1448.54,4.8
NC6789,20.643,Non-Edible,0.036525,Hard Drinks,56.65,OUT010,1998,Small,Tier 3,Grocery Store,193.61,4.1
DR6540,15.048,LF,0.069732,Frozen Foods,262.79,OUT019,1985,Small,Tier 1,Grocery Store,329.79,3.9
FD2924,4.76,Low Fat,0.057895,Soft Drinks,177.06,OUT013,1987,High,Tier 3,Supermarket Type1,166.79,4.3
DR2333,8.274,reg,0.0,Fruits and Vegetables,33.24,OUT046,1997,Small,Tier 1,Supermarket Type1,63.26,2.9
DR8199,8.829,low fat,0.133859,Soft Drinks,181.24,OUT049,1999,Medium,Tier 1,Supermarket Type1,2519.85,4.8
DR1570,16.431,reg,0.114434,Seafood,259.12,OUT018,2009,Medium,Tier 3,Supermarket Type2,2153.94,4.4
DR6652,15.985,reg,0.085249,Canned,136.85,OUT045,2002,,Tier 2,Supermarket Type1,1852.32,4.7
FD8443,12.917,reg,0.087475,Breakfast,105.39,OUT045,2002,,Tier 2,Supermarket Type1,1582.2,1.6
NC8681,18.12,Non-Edible,0.0,Canned,32.7,OUT013,1987,High,Tier 3,Supermarket Type1,287.94,4.2
DR1630,14.26,reg,0.187626,Starchy Foods,227.87,OUT013,1987,High,Tier 3,Supermarket Type1,1081.43,4.5
DR4551,4.905,reg,0.180326,Meat,216.87,OUT027,1985,Medium,Tier 3,Supermarket Type3,5721.01,2.3
DR2720,20.574,reg,0.041343,Health and Hygiene,194.74,OUT013,1987,High,Tier 3,Supermarket Type1,1342.94,4.8
DR9666,17.281,LF,0.172626,Dairy,110.85,OUT049,1999,Medium,Tier 1,Supermarket Type1,558.23,4.3
DR2954,21.161,reg,0.0,Fruits and Vegetables,55.31,OUT045,2002,,Tier 2,Supermarket Type1,498.62,4.2
FD8778,17.352,Regular,0.011055,Soft Drinks,252.15,OUT019,1985,Small,Tier 1,Grocery Store,211.3,4.6
DR4386,18.827,LF,0.045814,Breakfast,94.76,OUT013,1987,High,Tier 3,Supermarket Type1,701.23,3.7
NC4862,15.706,Non-Edible,0.157883,Soft Drinks,99.42,OUT018,2009,Medium,Tier 3,Supermarket Type2,476.75,4.6
NC1158,7.987,Non-Edible,0.162248,Frozen Foods,176.96,OUT045,2002,,Tier 2,Supermarket Type1,835.85,4.2
DR8276,14.25,reg,0.184657,Breakfast,68.5,OUT013,1987,High,Tier 3,Supermarket Type1,257.21,3.7
FD2972,14.508,reg,0.053209,Breakfast,164.7,OUT018,2009,Medium,Tier 3,Supermarket Type2,802.88,4.1
DR6349,8.902,LF,0.0,Starchy Foods,133.3,OUT045,2002,,Tier 2,Supermarket Type1,1827.06,4.5
DR8552,17.549,LF,0.125269,Baking Goods,137.59,OUT049,1999,Medium,Tier 1,Supermarket Type1,1691.94,4.6
FD9288,,Low Fat,0.072703,Breakfast,165.54,OUT027,1985,Medium,Tier 3,Supermarket Type3,515.63,4.9
FD5954,7.695,Regular,0.120569,Seafood,179.03,OUT013,1987,High,Tier 3,Supermarket Type1,1556.34,4.3
NC5535,5.325,Non-Edible,0.096719,Dairy,205.09,OUT019,1985,Small,Tier 1,Grocery Store,341.18,5.0
FD3541,18.73,Regular,0.0,Hard Drinks,234.38,OUT017,2007,,Tier 2,Supermarket Type1,2709.48,4.9
FD2960,,LF,0.184342,Fruits and Vegetables,181.53,OUT019,1985,Small,Tier 1,Grocery Store,33.58,2.4
DR2451,18.495,LF,0.101112,Dairy,240.25,OUT010,1998,Small,Tier 3,Grocery Store,583.31,4.8
NC1142,19.216,Non-Edible,0.0,Seafood,85.1,OUT019,1985,Small,Tier 1,Grocery Store,187.0,4.8
NC7646,9.222,Non-Edible,0.008353,Seafood,76.11,OUT013,1987,High,Tier 3,Supermarket Type1,667.66,3.9
NC1484,7.846,Non-Edible,0.05895,Household,222.23,OUT035,2004,Small,Tier 2,Supermarket Type1,3568.39,4.3
DR2657,,LF,0.126364,Breads,205.4,OUT049,1999,Medium,Tier 1,Supermarket Type1,2786.72,5.0
DR9769,11.264,LF,0.025661,Seafood,110.43,OUT045,2002,,Tier 2,Supermarket Type1,1680.15,4.5
FD3715,11.986,Regular,0.114858,Frozen Foods,161.98,OUT019,1985,Small,Tier 1,Grocery Store,495.43,4.5
FD4218,16.898,LF,0.089279,Frozen Foods,131.08,OUT046,1997,Small,Tier 1,Supermarket Type1,2188.48,3.5
NC2168,7.294,Non-Edible,0.1603,Hard Drinks,129.34,OUT017,2007,,Tier 2,Supermarket Type1,1420.4,4.6
NC8817,5.323,Non-Edible,0.163445,Household,223.77,OUT013,1987,High,Tier 3,Supermarket Type1,3715.08,4.9
NC6219,20.682,Non-Edible,0.100621,Canned,179.35,OUT046,1997,Small,Tier 1,Supermarket Type1,2595.98,4.3
FD9591,8.61,Low Fat,0.096054,Meat,196.35,OUT045,2002,,Tier 2,Supermarket Type1,931.89,3.2
FD3744,15.756,LF,0.016768,Soft Drinks,252.85,OUT017,2007,,Tier 2,Supermarket Type1,3619.68,4.1
NC6316,8.748,Non-Edible,0.129515,Breads,139.45,OUT045,2002,,Tier 2,Supermarket Type1,1542.55,2.2
FD2711,20.107,Regular,0.186458,Breads,155.7,OUT018,2009,Medium,Tier 3,Supermarket Type2,1658.77,4.4
FD6368,4.848,low fat,0.018269,Breakfast,150.03,OUT017,2007,,Tier 2,Supermarket Type1,158.99,4.5
FD2840,,LF,0.0,Canned,207.34,OUT010,1998,Small,Tier 3,Grocery Store,422.74,3.3
NC4731,20.575,Non-Edible,0.16256,Baking Goods,265.64,OUT049,1999,Medium,Tier 1,Supermarket Type1,610.78,4.9
FD7824,20.085,Regular,0.030573,Canned,121.53,OUT017,2007,,Tier 2,Supermarket Type1,1391.68,3.7
DR9990,8.767,Low Fat,0.124454,Household,208.12,OUT045,2002,,Tier 2,Supermarket Type1,1745.04,3.6
DR4024,16.862,low fat,0.0134,Soft Drinks,134.15,OUT018,2009,Medium,Tier 3,Supermarket Type2,589.64,1.8
FD5053,11.628,Regular,0.042395,Breakfast,40.15,OUT035,2004,Small,Tier 2,Supermarket Type1,695.38,3.4
NC7796,12.89,Non-Edible,0.014971,Household,79.15,OUT010,1998,Small,Tier 3,Grocery Store,254.04,3.2
NC7774,19.851,Non-Edible,0.181294,Baking Goods,178.14,OUT018,2009,Medium,Tier 3,Supermarket Type2,345.53,4.9
DR6846,18.201,low fat,0.107886,Hard Drinks,226.97,OUT046,1997,Small,Tier 1,Supermarket Type1,1051.41,4.4
DR2493,15.388,Regular,0.099355,Frozen Foods,41.85,OUT045,2002,,Tier 2,Supermarket Type1,162.52,5.0
DR8552,17.549,LF,0.038017,Baking Goods,137.59,OUT018,2009,Medium,Tier 3,Supermarket Type2,477.41,3.9
DR2623,10.693,reg,0.148956,Seafood,228.4,OUT017,2007,,Tier 2,Supermarket Type1,223.63,1.6
FD6811,5.891,low fat,0.184659,Health and Hygiene,112.08,OUT027,1985,Medium,Tier 3,Supermarket Type3,560.91,4.3
DR6020,5.631,reg,0.134895,Breakfast,133.59,OUT018,2009,Medium,Tier 3,Supermarket Type2,1849.4,4.6
DR9282,,low fat,0.078144,Dairy,234.77,OUT017,2007,,Tier 2,Supermarket Type1,1137.92,4.8
DR3548,4.809,Regular,0.022152,Household,66.01,OUT010,1998,Small,Tier 3,Grocery Store,214.53,3.8
NC6723,15.164,Non-Edible,0.05939,Hard Drinks,236.55,OUT035,2004,Small,Tier 2,Supermarket Type1,2181.61,3.8
FD7943,18.951,low fat,0.0,Frozen Foods,151.16,OUT018,2009,Medium,Tier 3,Supermarket Type2,499.3,3.7
NC3957,10.34,Non-Edible,0.027389,Seafood,163.91,OUT045,2002,,Tier 2,Supermarket Type1,485.47,4.1
NC8865,10.952,Non-Edible,0.088135,Dairy,201.02,OUT046,1997,Small,Tier 1,Supermarket Type1,512.71,3.9
FD1531,14.859,Regular,0.018958,Soft Drinks,122.68,OUT013,1987,High,Tier 3,Supermarket Type1,285.03,4.5
FD4084,,Low Fat,0.067911,Snack Foods,53.63,OUT019,1985,Small,Tier 1,Grocery Store,11.18,3.2
DR7683,19.103,reg,0.084413,Meat,162.95,OUT046,1997,Small,Tier 1,Supermarket Type1,757.56,4.9
FD7781,,reg,0.05062,Household,105.12,OUT019,1985,Small,Tier 1,Grocery Store,19.91,3.5
DR5851,12.173,Regular,0.023841,Hard Drinks,78.79,OUT010,1998,Small,Tier 3,Grocery Store,233.64,3.1
DR7291,13.48,reg,0.100677,Health and Hygiene,137.24,OUT018,2009,Medium,Tier 3,Supermarket Type2,262.13,4.0
NC1045,20.163,Non-Edible,0.04423,Dairy,44.98,OUT046,1997,Small,Tier 1,Supermarket Type1,594.61,3.4
DR7254,15.406,low fat,0.080581,Hard Drinks,192.96,OUT017,2007,,Tier 2,Supermarket Type1,593.49,4.4
DR2342,,LF,0.178607,Breads,123.11,OUT017,2007,,Tier 2,Supermarket Type1,1123.89,5.0
NC7328,18.352,Non-Edible,0.06883,Health and Hygiene,52.78,OUT049,1999,Medium,Tier 1,Supermarket Type1,198.16,4.0
NC7646,9.222,Non-Edible,0.118896,Seafood,76.11,OUT010,1998,Small,Tier 3,Grocery Store,49.93,1.7
DR3914,18.337,Low Fat,0.134616,Breakfast,242.21,OUT018,2009,Medium,Tier 3,Supermarket Type2,2902.49,4.7
NC3350,6.162,Non-Edible,0.178773,Starchy Foods,171.39,OUT049,1999,Medium,Tier 1,Supermarket Type1,479.57,4.4
DR4036,8.984,Regular,0.101644,Household,120.07,OUT027,1985,Medium,Tier 3,Supermarket Type3,1148.26,3.3
DR4775,9.113,LF,0.16376,Health and Hygiene,153.61,OUT018,2009,Medium,Tier 3,Supermarket Type2,1383.31,4.0
NC7555,15.475,Non-Edible,0.031296,Meat,121.88,OUT017,2007,,Tier 2,Supermarket Type1,616.03,3.9
FD1586,10.336,LF,0.177251,Breads,161.36,OUT013,1987,High,Tier 3,Supermarket Type1,2571.06,4.9
FD2417,7.772,LF,0.147632,Breakfast,96.55,OUT046,1997,Small,Tier 1,Supermarket Type1,1401.51,4.4
DR8638,14.57,low fat,0.026706,Household,163.72,OUT018,2009,Medium,Tier 3,Supermarket Type2,1587.0,3.2
FD9876,14.698,reg,0.094149,Baking Goods,92.91,OUT018,2009,Medium,Tier 3,Supermarket Type2,874.62,2.7
NC5575,17.431,Non-Edible,0.156982,Starchy Foods,52.36,OUT035,2004,Small,Tier 2,Supermarket Type1,59.82,4.4
DR2867,,Low Fat,0.110832,Dairy,72.5,OUT049,1999,Medium,Tier 1,Supermarket Type1,431.29,3.1
FD1712,15.306,low fat,0.125108,Household,230.08,OUT018,2009,Medium,Tier 3,Supermarket Type2,1020.49,4.9
FD7023,,LF,0.0,Breakfast,197.59,OUT027,1985,Medium,Tier 3,Supermarket Type3,3226.48,1.5
DR2342,17.259,LF,0.054132,Breads,123.11,OUT049,1999,Medium,Tier 1,Supermarket Type1,687.67,4.1
FD3744,15.756,LF,0.0,Soft Drinks,252.85,OUT046,1997,Small,Tier 1,Supermarket Type1,2566.22,3.6
FD8665,11.498,Regular,0.046781,Hard Drinks,236.82,OUT017,2007,,Tier 2,Supermarket Type1,904.04,3.4
NC2070,14.934,Non-Edible,0.016826,Dairy,189.12,OUT018,2009,Medium,Tier 3,Supermarket Type2,882.35,4.7
DR4197,,LF,0.040875,Dairy,41.97,OUT018,2009,Medium,Tier 3,Supermarket Type2,493.74,2.2
NC7651,8.954,Non-Edible,0.147484,Meat,119.54,OUT018,2009,Medium,Tier 3,Supermarket Type2,1110.02,4.4
DR1152,,Low Fat,0.084458,Hard Drinks,220.63,OUT046,1997,Small,Tier 1,Supermarket Type1,2770.61,4.8
FD2927,,Regular,0.077696,Health and Hygiene,156.76,OUT049,1999,Medium,Tier 1,Supermarket Type1,1197.24,2.5
FD5845,,Low Fat,0.154776,Snack Foods,252.18,OUT035,2004,Small,Tier 2,Supermarket Type1,2802.82,3.9
FD8443,12.917,reg,0.054978,Breakfast,105.39,OUT027,1985,Medium,Tier 3,Supermarket Type3,2921.21,4.5
DR3180,8.329,Low Fat,0.177688,Health and Hygiene,184.86,OUT010,1998,Small,Tier 3,Grocery Store,740.14,1.7
NC2168,7.294,Non-Edible,0.048141,Hard Drinks,129.34,OUT027,1985,Medium,Tier 3,Supermarket Type3,2708.1,4.3
NC8772,19.384,Non-Edible,0.075158,Fruits and Vegetables,191.22,OUT045,2002,,Tier 2,Supermarket Type1,1801.12,3.9
FD7537,8.576,reg,0.027594,Health and Hygiene,158.25,OUT019,1985,Small,Tier 1,Grocery Store,103.68,1.5
NC4862,15.706,Non-Edible,0.167917,Soft Drinks,99.42,OUT018,2009,Medium,Tier 3,Supermarket Type2,756.39,1.3
DR8098,,low fat,0.137464,Household,168.67,OUT010,1998,Small,Tier 3,Grocery Store,561.38,2.8
FD6752,5.147,LF,0.151395,Health and Hygiene,209.23,OUT035,2004,Small,Tier 2,Supermarket Type1,3193.96,4.2
DR2713,5.237,Regular,0.103891,Canned,238.12,OUT018,2009,Medium,Tier 3,Supermarket Type2,2688.24,3.5
DR3039,19.629,low fat,0.173723,Soft Drinks,233.94,OUT045,2002,,Tier 2,Supermarket Type1,1754.19,4.4
FD1114,13.672,LF,0.090634,Canned,173.56,OUT010,1998,Small,Tier 3,Grocery Store,91.14,2.5
DR4269,7.821,low fat,0.105674,Breads,170.83,OUT046,1997,Small,Tier 1,Supermarket Type1,2358.83,4.6
DR4688,14.447,reg,0.174613,Hard Drinks,117.25,OUT035,2004,Small,Tier 2,Supermarket Type1,1716.09,3.9
NC3878,8.969,Non-Edible,0.122756,Seafood,148.21,OUT013,1987,High,Tier 3,Supermarket Type1,1009.64,3.3
NC9365,9.552,Non-Edible,0.06053,Dairy,132.38,OUT013,1987,High,Tier 3,Supermarket Type1,1447.88,4.6
NC2671,18.502,Non-Edible,0.106625,Soft Drinks,151.13,OUT045,2002,,Tier 2,Supermarket Type1,543.1,4.1
FD1598,16.101,reg,0.166455,Dairy,108.09,OUT045,2002,,Tier 2,Supermarket Type1,1283.32,4.0
DR6540,15.048,LF,0.152452,Frozen Foods,262.79,OUT017,2007,,Tier 2,Supermarket Type1,1334.3,4.0
DR6566,,Low Fat,0.106387,Breakfast,146.41,OUT018,2009,Medium,Tier 3,Supermarket Type2,2398.4,4.5
FD1965,7.516,Regular,0.107855,Seafood,207.23,OUT019,1985,Small,Tier 1,Grocery Store,235.32,4.1
NC2689,12.652,Non-Edible,0.065141,Health and Hygiene,93.13,OUT018,2009,Medium,Tier 3,Supermarket Type2,700.11,4.7
FD8899,5.675,Regular,0.165001,Frozen Foods,236.88,OUT013,1987,High,Tier 3,Supermarket Type1,3479.53,4.7
DR1480,13.83,Regular,0.094625,Household,144.62,OUT045,2002,,Tier 2,Supermarket Type1,1387.11,4.9
DR3910,,LF,0.016798,Health and Hygiene,140.68,OUT010,1998,Small,Tier 3,Grocery Store,344.24,4.4
FD1860,,low fat,0.014107,Baking Goods,258.75,OUT019,1985,Small,Tier 1,Grocery Store,187.45,3.3
NC5499,20.014,Non-Edible,0.020614,Breads,163.0,OUT046,1997,Small,Tier 1,Supermarket Type1,2156.22,1.3
DR9096,19.652,LF,0.117613,Breakfast,200.13,OUT017,2007,,Tier 2,Supermarket Type1,489.66,2.1
DR4153,4.875,reg,0.08561,Seafood,263.31,OUT046,1997,Small,Tier 1,Supermarket Type1,1815.33,4.1
NC7665,15.403,Non-Edible,0.164287,Meat,118.33,OUT027,1985,Medium,Tier 3,Supermarket Type3,2245.37,3.3
NC4278,20.749,Non-Edible,0.146592,Seafood,184.96,OUT046,1997,Small,Tier 1,Supermarket Type1,924.16,3.9
FD5475,,low fat,0.079219,Seafood,243.51,OUT010,1998,Small,Tier 3,Grocery Store,975.73,4.7
FD6162,16.544,Regular,0.139133,Health and Hygiene,186.09,OUT013,1987,High,Tier 3,Supermarket Type1,2093.48,2.8
NC8337,7.799,Non-Edible,0.064387,Snack Foods,51.12,OUT045,2002,,Tier 2,Supermarket Type1,462.14,4.9
NC1284,18.223,Non-Edible,0.06732,Soft Drinks,43.16,OUT018,2009,Medium,Tier 3,Supermarket Type2,510.9,2.4
FD3554,9.061,reg,0.10083,Health and Hygiene,41.71,OUT045,2002,,Tier 2,Supermarket Type1,97.17,4.6
DR6295,10.072,low fat,0.127494,Canned,251.55,OUT045,2002,,Tier 2,Supermarket Type1,3340.72,4.3
FD2935,17.45,reg,0.124583,Seafood,234.44,OUT049,1999,Medium,Tier 1,Supermarket Type1,2723.69,4.8
FD5120,19.161,low fat,0.173135,Fruits and Vegetables,90.74,OUT049,1999,Medium,Tier 1,Supermarket Type1,955.88,1.2
NC1284,18.223,Non-Edible,0.186677,Soft Drinks,43.16,OUT046,1997,Small,Tier 1,Supermarket Type1,597.83,4.6
DR5715,14.266,LF,0.026056,Breakfast,144.31,OUT019,1985,Small,Tier 1,Grocery Store,196.84,4.3
NC8169,20.016,Non-Edible,0.0,Frozen Foods,31.45,OUT018,2009,Medium,Tier 3,Supermarket Type2,201.1,4.6
DR1285,20.702,LF,0.131465,Fruits and Vegetables,182.07,OUT027,1985,Medium,Tier 3,Supermarket Type3,540.44,3.1
DR3493,16.511,low fat,0.044514,Breakfast,201.92,OUT027,1985,Medium,Tier 3,Supermarket Type3,3297.57,4.8
FD7915,13.915,LF,0.020395,Breads,69.61,OUT035,2004,Small,Tier 2,Supermarket Type1,1070.94,4.1
DR9840,16.366,Low Fat,0.008869,Canned,214.52,OUT049,1999,Medium,Tier 1,Supermarket Type1,2062.5,2.5
FD2563,11.183,Low Fat,0.034089,Health and Hygiene,246.25,OUT046,1997,Small,Tier 1,Supermarket Type1,3163.48,2.8
DR6627,15.17,reg,0.123426,Snack Foods,231.3,OUT013,1987,High,Tier 3,Supermarket Type1,2200.21,2.0
DR4386,18.827,LF,0.187289,Breakfast,94.76,OUT019,1985,Small,Tier 1,Grocery Store,228.89,4.1
NC5499,20.014,Non-Edible,0.101666,Breads,163.0,OUT013,1987,High,Tier 3,Supermarket Type1,2015.4,3.5
DR8554,17.643,low fat,0.035346,Household,70.55,OUT019,1985,Small,Tier 1,Grocery Store,177.86,3.7
FD7942,18.431,LF,0.083382,Household,160.13,OUT017,2007,,Tier 2,Supermarket Type1,189.92,3.2
DR2191,15.999,LF,0.176645,Fruits and Vegetables,185.12,OUT018,2009,Medium,Tier 3,Supermarket Type2,1895.39,4.6
FD2575,9.941,low fat,0.173434,Fruits and Vegetables,54.68,OUT013,1987,High,Tier 3,Supermarket Type1,551.01,4.1
FD1058,9.987,Low Fat,0.137166,Frozen Foods,35.07,OUT049,1999,Medium,Tier 1,Supermarket Type1,425.85,4.7
DR7413,,low fat,0.084265,Fruits and Vegetables,179.56,OUT010,1998,Small,Tier 3,Grocery Store,122.56,4.8
DR2867,4.726,Low Fat,0.039602,Dairy,72.5,OUT019,1985,Small,Tier 1,Grocery Store,30.46,4.3
FD1178,,Regular,0.017716,Fruits and Vegetables,214.29,OUT046,1997,Small,Tier 1,Supermarket Type1,390.78,4.4
FD5483,,Regular,0.184752,Household,224.4,OUT045,2002,,Tier 2,Supermarket Type1,2319.81,4.8
NC2060,5.484,Non-Edible,0.066705,Household,119.26,OUT013,1987,High,Tier 3,Supermarket Type1,608.84,3.5
DR9251,12.381,Regular,0.02394,Canned,138.66,OUT046,1997,Small,Tier 1,Supermarket Type1,873.32,3.3
NC9923,20.832,Non-Edible,0.081315,Breakfast,162.24,OUT013,1987,High,Tier 3,Supermarket Type1,176.21,4.8
FD9572,13.146,Low Fat,0.174185,Breads,84.18,OUT045,2002,,Tier 2,Supermarket Type1,943.34,4.2
NC8658,20.373,Non-Edible,0.052457,Baking Goods,144.68,OUT027,1985,Medium,Tier 3,Supermarket Type3,1806.14,4.4
NC2514,20.61,Non-Edible,0.107324,Dairy,265.35,OUT046,1997,Small,Tier 1,Supermarket Type1,290.12,3.7
NC4547,8.076,Non-Edible,0.186148,Breakfast,38.17,OUT017,2007,,Tier 2,Supermarket Type1,698.71,3.7
DR6062,6.879,Low Fat,0.149836,Household,166.05,OUT013,1987,High,Tier 3,Supermarket Type1,545.63,4.6
FD7023,5.56,LF,0.03681,Breakfast,197.59,OUT018,2009,Medium,Tier 3,Supermarket Type2,2316.47,3.5
FD3521,,low fat,0.0,Snack Foods,137.96,OUT017,2007,,Tier 2,Supermarket Type1,1853.14,4.4
FD9330,15.339,LF,0.095188,Canned,149.29,OUT019,1985,Small,Tier 1,Grocery Store,157.94,3.9
NC5715,8.479,Non-Edible,0.119239,Health and Hygiene,194.6,OUT013,1987,High,Tier 3,Supermarket Type1,1735.74,4.1
NC8414,16.299,Non-Edible,0.091906,Dairy,45.44,OUT018,2009,Medium,Tier 3,Supermarket Type2,307.34,3.7
DR9783,16.318,Low Fat,0.068949,Soft Drinks,104.6,OUT010,1998,Small,Tier 3,Grocery Store,227.37,3.9
NC7395,10.955,Non-Edible,0.063138,Household,139.08,OUT035,2004,Small,Tier 2,Supermarket Type1,1400.55,4.9
NC2245,4.822,Non-Edible,0.028862,Fruits and Vegetables,122.78,OUT035,2004,Small,Tier 2,Supermarket Type1,1828.1,4.6
NC7989,11.626,Non-Edible,0.102112,Baking Goods,106.19,OUT027,1985,Medium,Tier 3,Supermarket Type3,2242.01,2.3
FD9536,15.998,Low Fat,0.154228,Baking Goods,75.02,OUT019,1985,Small,Tier 1,Grocery Store,116.61,4.5
FD6162,,Regular,0.108749,Health and Hygiene,186.09,OUT018,2009,Medium,Tier 3,Supermarket Type2,2255.9,3.4
FD4461,20.146,reg,0.163437,Meat,264.17,OUT013,1987,High,Tier 3,Supermarket Type1,2274.63,4.2
FD4861,8.591,Low Fat,0.170567,Canned,235.82,OUT017,2007,,Tier 2,Supermarket Type1,1477.89,3.3
FD9957,,low fat,0.112162,Starchy Foods,260.23,OUT010,1998,Small,Tier 3,Grocery Store,432.1,3.1
DR2713,5.237,Regular,0.0,Canned,238.12,OUT035,2004,Small,Tier 2,Supermarket Type1,1578.63,3.9
